Phi[deg],Theta[deg],GainTotal
106,144,-13.3802
108,144,-13.2799
110,144,-13.1718
112,144,-13.0543
114,144,-12.9275
116,144,-12.7933
118,144,-12.6551
120,144,-12.5177
122,144,-12.3862
124,144,-12.266
126,144,-12.1618
128,144,-12.0776
130,144,-12.0164
132,144,-11.9799
134,144,-11.9688
136,144,-11.9829
138,144,-12.021
140,144,-12.0816
142,144,-12.1625
144,144,-12.2618
146,144,-12.3771
148,144,-12.5065
150,144,-12.6481
152,144,-12.8001
154,144,-12.9603
156,144,-13.1266
158,144,-13.2964
160,144,-13.4665
162,144,-13.6332
164,144,-13.7922
166,144,-13.9391
168,144,-14.0697
170,144,-14.1798
172,144,-14.2664
174,144,-14.3272
176,144,-14.3613
178,144,-14.3687
180,144,-14.3505
-180,146,-13.5135
-178,146,-13.4744
-176,146,-13.4264
-174,146,-13.3717
-172,146,-13.3125
-170,146,-13.2507
-168,146,-13.1877
-166,146,-13.1249
-164,146,-13.0626
-162,146,-13.0011
-160,146,-12.9398
-158,146,-12.8777
-156,146,-12.8134
-154,146,-12.7452
-152,146,-12.6715
-150,146,-12.5908
-148,146,-12.5025
-146,146,-12.4065
-144,146,-12.3036
-142,146,-12.1958
-140,146,-12.0857
-138,146,-11.9765
-136,146,-11.8718
-134,146,-11.7756
-132,146,-11.6916
-130,146,-11.6236
-128,146,-11.5749
-126,146,-11.5486
-124,146,-11.5474
-122,146,-11.5733
-120,146,-11.6279
-118,146,-11.7118
-116,146,-11.8249
-114,146,-11.9656
-112,146,-12.1313
-110,146,-12.3178
-108,146,-12.5189
-106,146,-12.7271
-104,146,-12.9332
-102,146,-13.1266
-100,146,-13.2963
-98,146,-13.4317
-96,146,-13.5239
-94,146,-13.5668
-92,146,-13.5581
-90,146,-13.4994
-88,146,-13.3959
-86,146,-13.2557
-84,146,-13.0882
-82,146,-12.9032
-80,146,-12.7101
-78,146,-12.5169
-76,146,-12.33
-74,146,-12.1545
-72,146,-11.9934
-70,146,-11.8488
-68,146,-11.721
-66,146,-11.6097
-64,146,-11.5136
-62,146,-11.4309
-60,146,-11.3597
-58,146,-11.2982
-56,146,-11.2449
-54,146,-11.199
-52,146,-11.1604
-50,146,-11.13
-48,146,-11.1094
-46,146,-11.1013
-44,146,-11.1087
-42,146,-11.1353
-40,146,-11.1849
-38,146,-11.2616
-36,146,-11.3691
-34,146,-11.5108
-32,146,-11.6894
-30,146,-11.9066
-28,146,-12.1629
-26,146,-12.457
-24,146,-12.7857
-22,146,-13.1427
-20,146,-13.5184
-18,146,-13.8998
-16,146,-14.2698
-14,146,-14.6087
-12,146,-14.8957
-10,146,-15.1123
-8,146,-15.246
-6,146,-15.2928
-4,146,-15.2582
-2,146,-15.1555
0,146,-15.0023
2,146,-14.8172
4,146,-14.6166
6,146,-14.414
8,146,-14.2188
10,146,-14.0371
12,146,-13.8721
14,146,-13.7243
16,146,-13.593
18,146,-13.4759
20,146,-13.3701
22,146,-13.2727
24,146,-13.1806
26,146,-13.0912
28,146,-13.0025
30,146,-12.9135
32,146,-12.824
34,146,-12.735
36,146,-12.6482
38,146,-12.5664
40,146,-12.4931
42,146,-12.4326
44,146,-12.3895
46,146,-12.3686
48,146,-12.375
50,146,-12.4135
52,146,-12.4885
54,146,-12.6039
56,146,-12.7629
58,146,-12.9674
60,146,-13.2181
62,146,-13.514
64,146,-13.8518
66,146,-14.2256
68,146,-14.626
70,146,-15.0402
72,146,-15.4512
74,146,-15.839
76,146,-16.1816
78,146,-16.4586
80,146,-16.6541
82,146,-16.7604
84,146,-16.7793
86,146,-16.721
88,146,-16.6009
90,146,-16.436
92,146,-16.242
94,146,-16.0315
96,146,-15.8133
98,146,-15.5929
100,146,-15.3726
102,146,-15.153
104,146,-14.9331
106,146,-14.7118
108,146,-14.488
110,146,-14.2614
112,146,-14.0329
114,146,-13.8042
116,146,-13.5784
118,146,-13.3591
120,146,-13.1504
122,146,-12.9566
124,146,-12.7816
126,146,-12.6286
128,146,-12.5003
130,146,-12.3982
132,146,-12.3231
134,146,-12.275
136,146,-12.2527
138,146,-12.2548
140,146,-12.2788
142,146,-12.3224
144,146,-12.3827
146,146,-12.4569
148,146,-12.5423
150,146,-12.636
152,146,-12.7358
154,146,-12.8391
156,146,-12.9436
158,146,-13.047
160,146,-13.1469
162,146,-13.2409
164,146,-13.3263
166,146,-13.4009
168,146,-13.4626
170,146,-13.5098
172,146,-13.5412
174,146,-13.5566
176,146,-13.5564
178,146,-13.5415
180,146,-13.5135
-180,148,-12.8298
-178,148,-12.7935
-176,148,-12.7557
-174,148,-12.7181
-172,148,-12.6825
-170,148,-12.6503
-168,148,-12.6225
-166,148,-12.5996
-164,148,-12.5814
-162,148,-12.5676
-160,148,-12.5568
-158,148,-12.5475
-156,148,-12.5377
-154,148,-12.5254
-152,148,-12.5085
-150,148,-12.4851
-148,148,-12.4541
-146,148,-12.4149
-144,148,-12.3678
-142,148,-12.3142
-140,148,-12.2561
-138,148,-12.1962
-136,148,-12.1377
-134,148,-12.0842
-132,148,-12.0393
-130,148,-12.0068
-128,148,-11.9901
-126,148,-11.9925
-124,148,-12.0171
-122,148,-12.0663
-120,148,-12.1422
-118,148,-12.2461
-116,148,-12.3784
-114,148,-12.5387
-112,148,-12.725
-110,148,-12.9341
-108,148,-13.161
-106,148,-13.3987
-104,148,-13.6383
-102,148,-13.8694
-100,148,-14.08
-98,148,-14.2579
-96,148,-14.3916
-94,148,-14.4723
-92,148,-14.4947
-90,148,-14.4579
-88,148,-14.366
-86,148,-14.2265
-84,148,-14.0495
-82,148,-13.8457
-80,148,-13.626
-78,148,-13.3997
-76,148,-13.1745
-74,148,-12.9563
-72,148,-12.7494
-70,148,-12.5562
-68,148,-12.378
-66,148,-12.2153
-64,148,-12.0674
-62,148,-11.9336
-60,148,-11.8128
-58,148,-11.7041
-56,148,-11.6068
-54,148,-11.5206
-52,148,-11.446
-50,148,-11.3837
-48,148,-11.3352
-46,148,-11.3025
-44,148,-11.2878
-42,148,-11.2937
-40,148,-11.3228
-38,148,-11.3776
-36,148,-11.4606
-34,148,-11.5736
-32,148,-11.718
-30,148,-11.8941
-28,148,-12.1012
-26,148,-12.3373
-24,148,-12.5984
-22,148,-12.8785
-20,148,-13.1694
-18,148,-13.4603
-16,148,-13.7385
-14,148,-13.9898
-12,148,-14.2004
-10,148,-14.3584
-8,148,-14.4557
-6,148,-14.4898
-4,148,-14.4637
-2,148,-14.3856
0,148,-14.2666
2,148,-14.1191
4,148,-13.9551
6,148,-13.7848
8,148,-13.6165
10,148,-13.456
12,148,-13.3071
14,148,-13.1719
16,148,-13.0511
18,148,-12.9444
20,148,-12.8507
22,148,-12.7688
24,148,-12.6969
26,148,-12.6337
28,148,-12.578
30,148,-12.5291
32,148,-12.4865
34,148,-12.4507
36,148,-12.4226
38,148,-12.4038
40,148,-12.3967
42,148,-12.4041
44,148,-12.4296
46,148,-12.4769
48,148,-12.5504
50,148,-12.6543
52,148,-12.7931
54,148,-12.9712
56,148,-13.1925
58,148,-13.4605
60,148,-13.7783
62,148,-14.1478
64,148,-14.5698
66,148,-15.0432
68,148,-15.5647
70,148,-16.1276
72,148,-16.7204
74,148,-17.3259
76,148,-17.9194
78,148,-18.4689
80,148,-18.9371
82,148,-19.2875
84,148,-19.4922
86,148,-19.5408
88,148,-19.4426
90,148,-19.2224
92,148,-18.9119
94,148,-18.542
96,148,-18.1376
98,148,-17.7171
100,148,-17.2924
102,148,-16.8709
104,148,-16.4569
106,148,-16.0527
108,148,-15.6601
110,148,-15.2804
112,148,-14.9153
114,148,-14.5665
116,148,-14.2364
118,148,-13.9271
120,148,-13.6412
122,148,-13.3807
124,148,-13.1477
126,148,-12.9436
128,148,-12.7693
130,148,-12.625
132,148,-12.5106
134,148,-12.4248
136,148,-12.3662
138,148,-12.3326
140,148,-12.3214
142,148,-12.3297
144,148,-12.3543
146,148,-12.3922
148,148,-12.44
150,148,-12.4947
152,148,-12.5536
154,148,-12.6141
156,148,-12.6738
158,148,-12.7305
160,148,-12.7825
162,148,-12.8281
164,148,-12.8658
166,148,-12.8945
168,148,-12.9134
170,148,-12.9221
172,148,-12.9206
174,148,-12.9094
176,148,-12.8895
178,148,-12.8624
180,148,-12.8298
-180,150,-12.3037
-178,150,-12.2716
-176,150,-12.2417
-174,150,-12.2155
-172,150,-12.1946
-170,150,-12.18
-168,150,-12.1725
-166,150,-12.1725
-164,150,-12.1796
-162,150,-12.1933
-160,150,-12.2123
-158,150,-12.2353
-156,150,-12.2603
-154,150,-12.2854
-152,150,-12.3085
-150,150,-12.3278
-148,150,-12.3419
-146,150,-12.35
-144,150,-12.3518
-142,150,-12.3481
-140,150,-12.3401
-138,150,-12.3297
-136,150,-12.3195
-134,150,-12.3125
-132,150,-12.3118
-130,150,-12.3207
-128,150,-12.3427
-126,150,-12.3809
-124,150,-12.4385
-122,150,-12.5183
-120,150,-12.6226
-118,150,-12.7533
-116,150,-12.9113
-114,150,-13.0971
-112,150,-13.3094
-110,150,-13.5461
-108,150,-13.8031
-106,150,-14.0745
-104,150,-14.3521
-102,150,-14.6256
-100,150,-14.8826
-98,150,-15.1094
-96,150,-15.2922
-94,150,-15.4187
-92,150,-15.4799
-90,150,-15.4718
-88,150,-15.3961
-86,150,-15.2594
-84,150,-15.0721
-82,150,-14.8465
-80,150,-14.5951
-78,150,-14.3291
-76,150,-14.0581
-74,150,-13.7896
-72,150,-13.529
-70,150,-13.2801
-68,150,-13.045
-66,150,-12.8251
-64,150,-12.6207
-62,150,-12.4319
-60,150,-12.2585
-58,150,-12.1002
-56,150,-11.9569
-54,150,-11.8288
-52,150,-11.7164
-50,150,-11.6205
-48,150,-11.5421
-46,150,-11.4826
-44,150,-11.4435
-42,150,-11.4264
-40,150,-11.4328
-38,150,-11.4641
-36,150,-11.5216
-34,150,-11.6059
-32,150,-11.7174
-30,150,-11.8554
-28,150,-12.0186
-26,150,-12.2044
-24,150,-12.409
-22,150,-12.6269
-20,150,-12.8512
-18,150,-13.0736
-16,150,-13.2844
-14,150,-13.4734
-12,150,-13.631
-10,150,-13.7488
-8,150,-13.8211
-6,150,-13.8458
-4,150,-13.8243
-2,150,-13.7614
0,150,-13.6643
2,150,-13.5414
4,150,-13.4014
6,150,-13.2524
8,150,-13.1013
10,150,-12.9535
12,150,-12.8132
14,150,-12.6831
16,150,-12.565
18,150,-12.4598
20,150,-12.3677
22,150,-12.2886
24,150,-12.2221
26,150,-12.1678
28,150,-12.1254
30,150,-12.0947
32,150,-12.0758
34,150,-12.0691
36,150,-12.0756
38,150,-12.0965
40,150,-12.1336
42,150,-12.189
44,150,-12.2655
46,150,-12.3659
48,150,-12.4938
50,150,-12.6528
52,150,-12.847
54,150,-13.0804
56,150,-13.3573
58,150,-13.6823
60,150,-14.0597
62,150,-14.494
64,150,-14.9896
66,150,-15.5505
68,150,-16.1805
70,150,-16.8822
72,150,-17.6564
74,150,-18.4998
76,150,-19.4023
78,150,-20.3407
80,150,-21.2706
82,150,-22.1176
84,150,-22.7764
86,150,-23.1359
88,150,-23.1324
90,150,-22.7891
92,150,-22.1993
94,150,-21.4713
96,150,-20.69
98,150,-19.9084
100,150,-19.1548
102,150,-18.442
104,150,-17.7743
106,150,-17.1519
108,150,-16.5732
110,150,-16.0361
112,150,-15.5386
114,150,-15.0792
116,150,-14.6567
118,150,-14.2704
120,150,-13.9199
122,150,-13.6048
124,150,-13.3247
126,150,-13.0794
128,150,-12.8681
130,150,-12.69
132,150,-12.5436
134,150,-12.4274
136,150,-12.3393
138,150,-12.2768
140,150,-12.2371
142,150,-12.2172
144,150,-12.2139
146,150,-12.2239
148,150,-12.2439
150,150,-12.2708
152,150,-12.3017
154,150,-12.334
156,150,-12.3653
158,150,-12.3936
160,150,-12.4174
162,150,-12.4353
164,150,-12.4465
166,150,-12.4504
168,150,-12.4469
170,150,-12.4361
172,150,-12.4185
174,150,-12.3951
176,150,-12.3672
178,150,-12.3361
180,150,-12.3037
-180,152,-11.9306
-178,152,-11.9047
-176,152,-11.8824
-174,152,-11.8652
-172,152,-11.8545
-170,152,-11.851
-168,152,-11.8555
-166,152,-11.8683
-164,152,-11.8892
-162,152,-11.9177
-160,152,-11.953
-158,152,-11.9939
-156,152,-12.0388
-154,152,-12.0863
-152,152,-12.1346
-150,152,-12.1823
-148,152,-12.228
-146,152,-12.271
-144,152,-12.3108
-142,152,-12.3476
-140,152,-12.3822
-138,152,-12.4158
-136,152,-12.4503
-134,152,-12.4879
-132,152,-12.5312
-130,152,-12.583
-128,152,-12.6461
-126,152,-12.7237
-124,152,-12.8185
-122,152,-12.9334
-120,152,-13.0708
-118,152,-13.2327
-116,152,-13.4206
-114,152,-13.6353
-112,152,-13.8764
-110,152,-14.1425
-108,152,-14.4306
-106,152,-14.7357
-104,152,-15.0504
-102,152,-15.3652
-100,152,-15.6675
-98,152,-15.9429
-96,152,-16.1755
-94,152,-16.3497
-92,152,-16.4529
-90,152,-16.477
-88,152,-16.4206
-86,152,-16.2887
-84,152,-16.0917
-82,152,-15.8432
-80,152,-15.5579
-78,152,-15.2494
-76,152,-14.9295
-74,152,-14.6078
-72,152,-14.2912
-70,152,-13.9849
-68,152,-13.6923
-66,152,-13.4155
-64,152,-13.1559
-62,152,-12.9143
-60,152,-12.6909
-58,152,-12.4862
-56,152,-12.3002
-54,152,-12.1335
-52,152,-11.9863
-50,152,-11.8592
-48,152,-11.753
-46,152,-11.6684
-44,152,-11.6062
-42,152,-11.5673
-40,152,-11.5521
-38,152,-11.5614
-36,152,-11.5953
-34,152,-11.6538
-32,152,-11.7363
-30,152,-11.8416
-28,152,-11.9679
-26,152,-12.1124
-24,152,-12.2714
-22,152,-12.4403
-20,152,-12.6131
-18,152,-12.7832
-16,152,-12.9432
-14,152,-13.0855
-12,152,-13.2029
-10,152,-13.2894
-8,152,-13.3406
-6,152,-13.3547
-4,152,-13.3321
-2,152,-13.2757
0,152,-13.1903
2,152,-13.0818
4,152,-12.9565
6,152,-12.8209
8,152,-12.6805
10,152,-12.5405
12,152,-12.4047
14,152,-12.2762
16,152,-12.1575
18,152,-12.05
20,152,-11.9549
22,152,-11.8728
24,152,-11.8043
26,152,-11.7497
28,152,-11.7093
30,152,-11.6835
32,152,-11.673
34,152,-11.6785
36,152,-11.7009
38,152,-11.7416
40,152,-11.802
42,152,-11.884
44,152,-11.9898
46,152,-12.1219
48,152,-12.2828
50,152,-12.4757
52,152,-12.704
54,152,-12.9711
56,152,-13.2812
58,152,-13.6385
60,152,-14.0477
62,152,-14.5141
64,152,-15.0433
66,152,-15.642
68,152,-16.3176
70,152,-17.0783
72,152,-17.9338
74,152,-18.8943
76,152,-19.9692
78,152,-21.1641
80,152,-22.4699
82,152,-23.8404
84,152,-25.1453
86,152,-26.1199
88,152,-26.4312
90,152,-25.9633
92,152,-24.9519
94,152,-23.7239
96,152,-22.4861
98,152,-21.3263
100,152,-20.2702
102,152,-19.3178
104,152,-18.4602
106,152,-17.6868
108,152,-16.9876
110,152,-16.3541
112,152,-15.7794
114,152,-15.2579
116,152,-14.7854
118,152,-14.3583
120,152,-13.9742
122,152,-13.6307
124,152,-13.3263
126,152,-13.0591
128,152,-12.8276
130,152,-12.6302
132,152,-12.465
134,152,-12.33
136,152,-12.2229
138,152,-12.1413
140,152,-12.0824
142,152,-12.0433
144,152,-12.0209
146,152,-12.0121
148,152,-12.0138
150,152,-12.023
152,152,-12.0368
154,152,-12.0526
156,152,-12.0683
158,152,-12.0819
160,152,-12.0918
162,152,-12.0971
164,152,-12.0969
166,152,-12.091
168,152,-12.0793
170,152,-12.0622
172,152,-12.0405
174,152,-12.0152
176,152,-11.9875
178,152,-11.9588
180,152,-11.9306
-180,154,-11.704
-178,154,-11.686
-176,154,-11.672
-174,154,-11.6633
-172,154,-11.6608
-170,154,-11.6654
-168,154,-11.6778
-166,154,-11.6983
-164,154,-11.7268
-162,154,-11.7632
-160,154,-11.8068
-158,154,-11.8567
-156,154,-11.9122
-154,154,-11.9719
-152,154,-12.0347
-150,154,-12.0996
-148,154,-12.1657
-146,154,-12.2322
-144,154,-12.2987
-142,154,-12.3655
-140,154,-12.4328
-138,154,-12.5015
-136,154,-12.573
-134,154,-12.6488
-132,154,-12.731
-130,154,-12.8217
-128,154,-12.9233
-126,154,-13.0382
-124,154,-13.1691
-122,154,-13.3182
-120,154,-13.4878
-118,154,-13.68
-116,154,-13.8961
-114,154,-14.1373
-112,154,-14.4034
-110,154,-14.6936
-108,154,-15.0055
-106,154,-15.3348
-104,154,-15.6753
-102,154,-16.018
-100,154,-16.3511
-98,154,-16.6601
-96,154,-16.9283
-94,154,-17.1384
-92,154,-17.275
-90,154,-17.3268
-88,154,-17.2893
-86,154,-17.1653
-84,154,-16.9644
-82,154,-16.7007
-80,154,-16.3903
-78,154,-16.0488
-76,154,-15.6901
-74,154,-15.3255
-72,154,-14.9636
-70,154,-14.6109
-68,154,-14.2719
-66,154,-13.9496
-64,154,-13.6462
-62,154,-13.3628
-60,154,-13.1004
-58,154,-12.8594
-56,154,-12.6404
-54,154,-12.4435
-52,154,-12.2692
-50,154,-12.1178
-48,154,-11.9894
-46,154,-11.8845
-44,154,-11.8033
-42,154,-11.7459
-40,154,-11.7123
-38,154,-11.7024
-36,154,-11.7158
-34,154,-11.7517
-32,154,-11.8091
-30,154,-11.8864
-28,154,-11.9813
-26,154,-12.0911
-24,154,-12.2123
-22,154,-12.3407
-20,154,-12.4713
-18,154,-12.5987
-16,154,-12.7171
-14,154,-12.8206
-12,154,-12.9039
-10,154,-12.9623
-8,154,-12.9928
-6,154,-12.9935
-4,154,-12.9648
-2,154,-12.9084
0,154,-12.8276
2,154,-12.7266
4,154,-12.6102
6,154,-12.4834
8,154,-12.3508
10,154,-12.2167
12,154,-12.0848
14,154,-11.9582
16,154,-11.8393
18,154,-11.7302
20,154,-11.6323
22,154,-11.547
24,154,-11.4751
26,154,-11.4177
28,154,-11.3754
30,154,-11.3491
32,154,-11.3397
34,154,-11.3481
36,154,-11.3754
38,154,-11.423
40,154,-11.4922
42,154,-11.5846
44,154,-11.7019
46,154,-11.8462
48,154,-12.0196
50,154,-12.2244
52,154,-12.4632
54,154,-12.7388
56,154,-13.0543
58,154,-13.4131
60,154,-13.8189
62,154,-14.2757
64,154,-14.788
66,154,-15.361
68,154,-16.0001
70,154,-16.7113
72,154,-17.501
74,154,-18.3748
76,154,-19.3364
78,154,-20.3836
80,154,-21.5003
82,154,-22.6411
84,154,-23.7072
86,154,-24.5267
88,154,-24.8936
90,154,-24.6978
92,154,-24.0254
94,154,-23.0772
96,154,-22.0313
98,154,-20.9935
100,154,-20.0129
102,154,-19.107
104,154,-18.2785
106,154,-17.5238
108,154,-16.8372
110,154,-16.2127
112,154,-15.6448
114,154,-15.1289
116,154,-14.661
118,154,-14.2379
120,154,-13.8567
122,154,-13.5153
124,154,-13.2117
126,154,-12.944
128,154,-12.7105
130,154,-12.5094
132,154,-12.339
134,154,-12.1972
136,154,-12.0819
138,154,-11.9909
140,154,-11.9217
142,154,-11.8716
144,154,-11.8379
146,154,-11.8178
148,154,-11.8085
150,154,-11.8073
152,154,-11.8115
154,154,-11.8189
156,154,-11.8272
158,154,-11.8347
160,154,-11.8399
162,154,-11.8418
164,154,-11.8397
166,154,-11.8331
168,154,-11.8222
170,154,-11.8074
172,154,-11.7892
174,154,-11.7686
176,154,-11.7467
178,154,-11.7247
180,154,-11.704
-180,156,-11.6178
-178,156,-11.6093
-176,156,-11.6044
-174,156,-11.6042
-172,156,-11.6095
-170,156,-11.6213
-168,156,-11.6399
-166,156,-11.6658
-164,156,-11.6992
-162,156,-11.7399
-160,156,-11.7877
-158,156,-11.8421
-156,156,-11.9025
-154,156,-11.9684
-152,156,-12.0389
-150,156,-12.1134
-148,156,-12.1913
-146,156,-12.2723
-144,156,-12.3562
-142,156,-12.4429
-140,156,-12.5329
-138,156,-12.6268
-136,156,-12.7255
-134,156,-12.8302
-132,156,-12.9423
-130,156,-13.0635
-128,156,-13.1955
-126,156,-13.3402
-124,156,-13.4996
-122,156,-13.6755
-120,156,-13.8697
-118,156,-14.0837
-116,156,-14.3188
-114,156,-14.5755
-112,156,-14.8539
-110,156,-15.153
-108,156,-15.4705
-106,156,-15.8028
-104,156,-16.144
-102,156,-16.4859
-100,156,-16.818
-98,156,-17.1269
-96,156,-17.3971
-94,156,-17.6124
-92,156,-17.7574
-90,156,-17.8205
-88,156,-17.7957
-86,156,-17.684
-84,156,-17.4929
-82,156,-17.2351
-80,156,-16.9256
-78,156,-16.58
-76,156,-16.2124
-74,156,-15.8347
-72,156,-15.4564
-70,156,-15.085
-68,156,-14.7256
-66,156,-14.3823
-64,156,-14.0575
-62,156,-13.7532
-60,156,-13.4705
-58,156,-13.2104
-56,156,-12.9734
-54,156,-12.7599
-52,156,-12.57
-50,156,-12.4039
-48,156,-12.2617
-46,156,-12.1433
-44,156,-12.0486
-42,156,-11.9773
-40,156,-11.929
-38,156,-11.903
-36,156,-11.8986
-34,156,-11.9146
-32,156,-11.9495
-30,156,-12.0015
-28,156,-12.0682
-26,156,-12.147
-24,156,-12.2344
-22,156,-12.3268
-20,156,-12.42
-18,156,-12.5096
-16,156,-12.5909
-14,156,-12.6595
-12,156,-12.7114
-10,156,-12.7431
-8,156,-12.7524
-6,156,-12.7382
-4,156,-12.7003
-2,156,-12.6403
0,156,-12.5603
2,156,-12.4635
4,156,-12.3534
6,156,-12.234
8,156,-12.1088
10,156,-11.9816
12,156,-11.8555
14,156,-11.7333
16,156,-11.6175
18,156,-11.5101
20,156,-11.4129
22,156,-11.3272
24,156,-11.2545
26,156,-11.1958
28,156,-11.1521
30,156,-11.1247
32,156,-11.1143
34,156,-11.1222
36,156,-11.1494
38,156,-11.1971
40,156,-11.2665
42,156,-11.359
44,156,-11.4759
46,156,-11.6188
48,156,-11.7892
50,156,-11.9888
52,156,-12.2194
54,156,-12.4827
56,156,-12.7808
58,156,-13.1156
60,156,-13.4891
62,156,-13.9035
64,156,-14.3608
66,156,-14.8627
68,156,-15.4108
70,156,-16.0055
72,156,-16.6461
74,156,-17.3291
76,156,-18.0468
78,156,-18.785
80,156,-19.5188
82,156,-20.2098
84,156,-20.8042
86,156,-21.2378
88,156,-21.4524
90,156,-21.4183
92,156,-21.1481
94,156,-20.6906
96,156,-20.1086
98,156,-19.4599
100,156,-18.788
102,156,-18.1217
104,156,-17.4782
106,156,-16.8671
108,156,-16.2931
110,156,-15.758
112,156,-15.262
114,156,-14.8045
116,156,-14.3844
118,156,-14.0006
120,156,-13.6518
122,156,-13.337
124,156,-13.0548
126,156,-12.804
128,156,-12.5835
130,156,-12.3918
132,156,-12.2274
134,156,-12.0888
136,156,-11.9742
138,156,-11.8817
140,156,-11.8092
142,156,-11.7546
144,156,-11.7155
146,156,-11.6895
148,156,-11.6744
150,156,-11.6676
152,156,-11.6671
154,156,-11.6705
156,156,-11.6762
158,156,-11.6824
160,156,-11.6877
162,156,-11.6912
164,156,-11.692
166,156,-11.6899
168,156,-11.6847
170,156,-11.6766
172,156,-11.6662
174,156,-11.6542
176,156,-11.6414
178,156,-11.6289
180,156,-11.6178
-180,158,-11.6667
-178,158,-11.6685
-176,158,-11.6732
-174,158,-11.6819
-172,158,-11.6952
-170,158,-11.7138
-168,158,-11.7382
-166,158,-11.7688
-164,158,-11.8059
-162,158,-11.8496
-160,158,-11.8997
-158,158,-11.9562
-156,158,-12.0188
-154,158,-12.0872
-152,158,-12.1611
-150,158,-12.2401
-148,158,-12.324
-146,158,-12.4126
-144,158,-12.506
-142,158,-12.6043
-140,158,-12.7077
-138,158,-12.8169
-136,158,-12.9323
-134,158,-13.055
-132,158,-13.1858
-130,158,-13.3258
-128,158,-13.4764
-126,158,-13.6387
-124,158,-13.814
-122,158,-14.0035
-120,158,-14.2083
-118,158,-14.4292
-116,158,-14.6668
-114,158,-14.9211
-112,158,-15.1916
-110,158,-15.4767
-108,158,-15.7742
-106,158,-16.0802
-104,158,-16.3893
-102,158,-16.6944
-100,158,-16.9864
-98,158,-17.2544
-96,158,-17.4861
-94,158,-17.6688
-92,158,-17.791
-90,158,-17.8437
-88,158,-17.8218
-86,158,-17.7255
-84,158,-17.5599
-82,158,-17.3339
-80,158,-17.059
-78,158,-16.7477
-76,158,-16.4117
-74,158,-16.0619
-72,158,-15.7071
-70,158,-15.3546
-68,158,-15.0101
-66,158,-14.6779
-64,158,-14.3612
-62,158,-14.0624
-60,158,-13.7833
-58,158,-13.5249
-56,158,-13.2881
-54,158,-13.0736
-52,158,-12.8816
-50,158,-12.7122
-48,158,-12.5656
-46,158,-12.4414
-44,158,-12.3394
-42,158,-12.2591
-40,158,-12.1999
-38,158,-12.1608
-36,158,-12.1409
-34,158,-12.1387
-32,158,-12.1526
-30,158,-12.1807
-28,158,-12.2208
-26,158,-12.2701
-24,158,-12.3258
-22,158,-12.3847
-20,158,-12.4432
-18,158,-12.4979
-16,158,-12.5452
-14,158,-12.5818
-12,158,-12.6047
-10,158,-12.6117
-8,158,-12.6011
-6,158,-12.5721
-4,158,-12.525
-2,158,-12.4607
0,158,-12.3809
2,158,-12.2878
4,158,-12.1842
6,158,-12.0729
8,158,-11.9568
10,158,-11.8389
12,158,-11.7217
14,158,-11.6077
16,158,-11.4991
18,158,-11.3978
20,158,-11.3056
22,158,-11.2239
24,158,-11.154
26,158,-11.0974
28,158,-11.0549
30,158,-11.0279
32,158,-11.0172
34,158,-11.024
36,158,-11.0492
38,158,-11.0938
40,158,-11.159
42,158,-11.2457
44,158,-11.3549
46,158,-11.4878
48,158,-11.6452
50,158,-11.8283
52,158,-12.038
54,158,-12.2753
56,158,-12.5408
58,158,-12.8355
60,158,-13.1597
62,158,-13.5138
64,158,-13.8976
66,158,-14.3102
68,158,-14.7501
70,158,-15.2146
72,158,-15.699
74,158,-16.1966
76,158,-16.6978
78,158,-17.189
80,158,-17.6529
82,158,-18.068
84,158,-18.4104
86,158,-18.657
88,158,-18.7892
90,158,-18.7979
92,158,-18.6853
94,158,-18.4644
96,158,-18.1556
98,158,-17.782
100,158,-17.3659
102,158,-16.9262
104,158,-16.4782
106,158,-16.033
108,158,-15.5988
110,158,-15.1812
112,158,-14.784
114,158,-14.4097
116,158,-14.0598
118,158,-13.7353
120,158,-13.4365
122,158,-13.1636
124,158,-12.9164
126,158,-12.6946
128,158,-12.4976
130,158,-12.3246
132,158,-12.1747
134,158,-12.0467
136,158,-11.9395
138,158,-11.8516
140,158,-11.7814
142,158,-11.7272
144,158,-11.6871
146,158,-11.6593
148,158,-11.6418
150,158,-11.6327
152,158,-11.6302
154,158,-11.6325
156,158,-11.6379
158,158,-11.6451
160,158,-11.6528
162,158,-11.66
164,158,-11.6659
166,158,-11.6703
168,158,-11.6728
170,158,-11.6735
172,158,-11.6727
174,158,-11.671
176,158,-11.6689
178,158,-11.6672
180,158,-11.6667
-180,160,-11.8446
-178,160,-11.8567
-176,160,-11.8711
-174,160,-11.8887
-172,160,-11.9098
-170,160,-11.9352
-168,160,-11.9652
-166,160,-12.0003
-164,160,-12.0408
-162,160,-12.0868
-160,160,-12.1385
-158,160,-12.1959
-156,160,-12.259
-154,160,-12.3277
-152,160,-12.4021
-150,160,-12.4819
-148,160,-12.5673
-146,160,-12.6582
-144,160,-12.7548
-142,160,-12.8572
-140,160,-12.9657
-138,160,-13.0806
-136,160,-13.2025
-134,160,-13.3318
-132,160,-13.4692
-130,160,-13.6152
-128,160,-13.7707
-126,160,-13.9361
-124,160,-14.1121
-122,160,-14.2992
-120,160,-14.4977
-118,160,-14.7077
-116,160,-14.929
-114,160,-15.1608
-112,160,-15.4021
-110,160,-15.6508
-108,160,-15.9044
-106,160,-16.1591
