Phi[deg],Theta[deg],GainTotal
-24,52,2.0972
-22,52,2.043
-20,52,1.98853
-18,52,1.935
-16,52,1.88349
-14,52,1.83484
-12,52,1.78961
-10,52,1.74809
-8,52,1.71034
-6,52,1.67631
-4,52,1.64586
-2,52,1.61896
0,52,1.5957
2,52,1.57639
4,52,1.56156
6,52,1.5519
8,52,1.54816
10,52,1.55105
12,52,1.56104
14,52,1.57821
16,52,1.60211
18,52,1.63168
20,52,1.66521
22,52,1.70048
24,52,1.73486
26,52,1.76554
28,52,1.78983
30,52,1.80538
32,52,1.81042
34,52,1.80393
36,52,1.78574
38,52,1.75651
40,52,1.71762
42,52,1.67105
44,52,1.61915
46,52,1.56443
48,52,1.50945
50,52,1.45668
52,52,1.40841
54,52,1.36672
56,52,1.33338
58,52,1.30973
60,52,1.29654
62,52,1.2939
64,52,1.30118
66,52,1.31704
68,52,1.33968
70,52,1.36699
72,52,1.39688
74,52,1.42747
76,52,1.45727
78,52,1.48522
80,52,1.51071
82,52,1.53345
84,52,1.55343
86,52,1.57073
88,52,1.58541
90,52,1.59749
92,52,1.60683
94,52,1.61318
96,52,1.61619
98,52,1.61548
100,52,1.61071
102,52,1.60168
104,52,1.58841
106,52,1.5712
108,52,1.55065
110,52,1.52769
112,52,1.50352
114,52,1.47958
116,52,1.45745
118,52,1.43875
120,52,1.42505
122,52,1.41767
124,52,1.41763
126,52,1.42552
128,52,1.44137
130,52,1.46467
132,52,1.49435
134,52,1.52883
136,52,1.56613
138,52,1.60406
140,52,1.64038
142,52,1.67295
144,52,1.7
146,52,1.7202
148,52,1.73278
150,52,1.73759
152,52,1.73508
154,52,1.7262
156,52,1.71228
158,52,1.69487
160,52,1.67555
162,52,1.65577
164,52,1.63674
166,52,1.61938
168,52,1.60427
170,52,1.59179
172,52,1.58217
174,52,1.57565
176,52,1.57254
178,52,1.57333
180,52,1.57869
-180,54,1.09459
-178,54,1.10278
-176,54,1.11865
-174,54,1.14354
-172,54,1.17857
-170,54,1.2244
-168,54,1.28108
-166,54,1.34798
-164,54,1.42377
-162,54,1.50653
-160,54,1.59396
-158,54,1.68355
-156,54,1.77283
-154,54,1.85961
-152,54,1.94205
-150,54,2.01883
-148,54,2.0891
-146,54,2.15249
-144,54,2.20901
-142,54,2.25896
-140,54,2.30285
-138,54,2.34133
-136,54,2.37518
-134,54,2.40529
-132,54,2.43268
-130,54,2.45849
-128,54,2.484
-126,54,2.51048
-124,54,2.53914
-122,54,2.57098
-120,54,2.60662
-118,54,2.64623
-116,54,2.68944
-114,54,2.73535
-112,54,2.7826
-110,54,2.82956
-108,54,2.87447
-106,54,2.91572
-104,54,2.95199
-102,54,2.9824
-100,54,3.0066
-98,54,3.02476
-96,54,3.0375
-94,54,3.04578
-92,54,3.05068
-90,54,3.05326
-88,54,3.05439
-86,54,3.05452
-84,54,3.05369
-82,54,3.05141
-80,54,3.04669
-78,54,3.03822
-76,54,3.02442
-74,54,3.00374
-72,54,2.97479
-70,54,2.93664
-68,54,2.88893
-66,54,2.83204
-64,54,2.76713
-62,54,2.69609
-60,54,2.6214
-58,54,2.5459
-56,54,2.47252
-54,54,2.4039
-52,54,2.34214
-50,54,2.2885
-48,54,2.24326
-46,54,2.2057
-44,54,2.17419
-42,54,2.14639
-40,54,2.11961
-38,54,2.09109
-36,54,2.05836
-34,54,2.01952
-32,54,1.97342
-30,54,1.91976
-28,54,1.85905
-26,54,1.7925
-24,54,1.72188
-22,54,1.64925
-20,54,1.57679
-18,54,1.50653
-16,54,1.44022
-14,54,1.37914
-12,54,1.32405
-10,54,1.27523
-8,54,1.23251
-6,54,1.19545
-4,54,1.16352
-2,54,1.13629
0,54,1.11357
2,54,1.09555
4,54,1.08276
6,54,1.0761
8,54,1.07665
10,54,1.0855
12,54,1.10348
14,54,1.13094
16,54,1.16753
18,54,1.21202
20,54,1.26233
22,54,1.31557
24,54,1.36825
26,54,1.41666
28,54,1.45715
30,54,1.48654
32,54,1.50244
34,54,1.50344
36,54,1.48933
38,54,1.46102
40,54,1.42049
42,54,1.37056
44,54,1.31461
46,54,1.25629
48,54,1.19924
50,54,1.14685
52,54,1.1021
54,54,1.06736
56,54,1.04426
58,54,1.03358
60,54,1.03513
62,54,1.0478
64,54,1.06962
66,54,1.09802
68,54,1.13018
70,54,1.16333
72,54,1.19514
74,54,1.22382
76,54,1.24835
78,54,1.26834
80,54,1.28401
82,54,1.29598
84,54,1.30507
86,54,1.31212
88,54,1.3178
90,54,1.32254
92,54,1.32641
94,54,1.32916
96,54,1.33023
98,54,1.3289
100,54,1.32435
102,54,1.31584
104,54,1.30283
106,54,1.28511
108,54,1.26289
110,54,1.23683
112,54,1.20811
114,54,1.1783
116,54,1.14937
118,54,1.12348
120,54,1.10283
122,54,1.08948
124,54,1.08506
126,54,1.09061
128,54,1.10642
130,54,1.1319
132,54,1.16558
134,54,1.20522
136,54,1.248
138,54,1.29076
140,54,1.33032
142,54,1.36377
144,54,1.38875
146,54,1.40365
148,54,1.40774
150,54,1.4012
152,54,1.38505
154,54,1.361
156,54,1.33123
158,54,1.29812
160,54,1.26399
162,54,1.23084
164,54,1.2002
166,54,1.17304
168,54,1.14981
170,54,1.13058
172,54,1.11524
174,54,1.10369
176,54,1.09603
178,54,1.09272
180,54,1.09459
-180,56,0.594031
-178,56,0.600166
-176,56,0.614946
-174,56,0.640415
-172,56,0.678425
-170,56,0.730307
-168,56,0.796592
-166,56,0.87683
-164,56,0.969549
-162,56,1.07235
-160,56,1.18214
-158,56,1.29542
-156,56,1.40859
-154,56,1.51831
-152,56,1.62172
-150,56,1.71659
-148,56,1.80142
-146,56,1.87545
-144,56,1.93856
-142,56,1.99124
-140,56,2.03444
-138,56,2.06951
-136,56,2.09806
-134,56,2.12198
-132,56,2.14331
-130,56,2.16412
-128,56,2.18646
-126,56,2.21217
-124,56,2.24269
-122,56,2.27895
-120,56,2.32125
-118,56,2.36915
-116,56,2.42157
-114,56,2.47683
-112,56,2.53285
-110,56,2.58734
-108,56,2.63813
-106,56,2.68331
-104,56,2.72151
-102,56,2.75199
-100,56,2.7747
-98,56,2.79023
-96,56,2.7997
-94,56,2.80461
-92,56,2.80656
-90,56,2.80706
-88,56,2.80729
-86,56,2.8079
-84,56,2.80892
-82,56,2.80967
-80,56,2.80883
-78,56,2.80458
-76,56,2.79475
-74,56,2.77715
-72,56,2.74984
-70,56,2.7114
-68,56,2.66117
-66,56,2.59947
-64,56,2.52767
-62,56,2.44811
-60,56,2.36398
-58,56,2.27898
-56,56,2.19692
-54,56,2.12129
-52,56,2.05477
-50,56,1.99886
-48,56,1.95372
-46,56,1.91807
-44,56,1.88936
-42,56,1.86419
-40,56,1.83867
-38,56,1.80899
-36,56,1.77184
-34,56,1.72484
-32,56,1.66672
-30,56,1.59741
-28,56,1.51802
-26,56,1.43063
-24,56,1.33804
-22,56,1.24346
-20,56,1.15018
-18,56,1.06122
-16,56,0.979085
-14,56,0.905492
-12,56,0.841321
-10,56,0.786606
-8,56,0.7407
-6,56,0.702518
-4,56,0.670841
-2,56,0.644622
0,56,0.623229
2,56,0.606616
4,56,0.59537
6,56,0.590645
8,56,0.593993
10,56,0.60708
12,56,0.631354
14,56,0.667675
16,56,0.715985
18,56,0.775083
20,56,0.842538
22,56,0.9148
24,56,0.987474
26,56,1.05574
28,56,1.11485
30,56,1.1606
32,56,1.18979
34,56,1.20056
36,56,1.19252
38,56,1.16686
40,56,1.12619
42,56,1.07426
44,56,1.01565
46,56,0.955309
48,56,0.898129
50,56,0.848538
52,56,0.810149
54,56,0.785476
56,56,0.775737
58,56,0.78075
60,56,0.798977
62,56,0.82772
64,56,0.863472
66,56,0.902372
68,56,0.940686
70,56,0.975236
72,56,1.00371
74,56,1.02481
76,56,1.03826
78,56,1.04469
80,56,1.0454
82,56,1.04209
84,56,1.0366
86,56,1.03066
88,56,1.02562
90,56,1.02235
92,56,1.02113
94,56,1.02169
96,56,1.0232
98,56,1.02447
100,56,1.02406
102,56,1.0205
104,56,1.01251
106,56,0.999119
108,56,0.979894
110,56,0.955023
112,56,0.925394
114,56,0.892593
116,56,0.858837
118,56,0.826819
120,56,0.799466
122,56,0.779647
124,56,0.769817
126,56,0.771683
128,56,0.785909
130,56,0.811939
132,56,0.847964
134,56,0.891048
136,56,0.937415
138,56,0.982847
140,56,1.02313
142,56,1.05449
144,56,1.074
146,56,1.07981
148,56,1.07135
150,56,1.04928
152,56,1.0154
154,56,0.972425
156,56,0.923599
158,56,0.872343
160,56,0.821845
162,56,0.774724
164,56,0.732796
166,56,0.696992
168,56,0.667439
170,56,0.643681
172,56,0.624989
174,56,0.610695
176,56,0.600492
178,56,0.594637
180,56,0.594031
-180,58,0.0862857
-178,58,0.0911697
-176,58,0.105023
-174,58,0.130621
-172,58,0.170646
-170,58,0.227246
-168,58,0.301622
-166,58,0.393741
-164,58,0.502208
-162,58,0.624322
-160,58,0.756319
-158,58,0.893736
-156,58,1.03185
-154,58,1.16609
-152,58,1.29242
-150,58,1.40757
-148,58,1.50922
-146,58,1.59607
-144,58,1.66778
-142,58,1.72492
-140,58,1.76885
-138,58,1.80162
-136,58,1.82581
-134,58,1.84439
-132,58,1.8605
-130,58,1.8773
-128,58,1.89765
-126,58,1.92387
-124,58,1.95757
-122,58,1.99942
-120,58,2.04915
-118,58,2.10557
-116,58,2.16672
-114,58,2.23009
-112,58,2.29286
-110,58,2.35223
-108,58,2.40568
-106,58,2.45126
-104,58,2.4877
-102,58,2.5146
-100,58,2.53238
-98,58,2.54222
-96,58,2.54588
-94,58,2.54548
-92,58,2.54321
-90,58,2.54109
-88,58,2.54063
-86,58,2.54267
-84,58,2.5472
-82,58,2.55329
-80,58,2.55918
-78,58,2.56241
-76,58,2.56012
-74,58,2.54931
-72,58,2.52731
-70,58,2.49206
-68,58,2.4425
-66,58,2.37877
-64,58,2.30236
-62,58,2.21605
-60,58,2.12377
-58,58,2.03012
-56,58,1.93994
-54,58,1.85764
-52,58,1.78659
-50,58,1.72863
-48,58,1.68374
-46,58,1.65001
-44,58,1.6239
-42,58,1.60075
-40,58,1.57539
-38,58,1.54288
-36,58,1.49908
-34,58,1.44112
-32,58,1.36772
-30,58,1.27921
-28,58,1.17749
-26,58,1.06571
-24,58,0.947969
-22,58,0.828861
-20,58,0.712999
-18,58,0.604553
-16,58,0.506825
-14,58,0.421938
-12,58,0.350698
-10,58,0.292647
-8,58,0.246326
-6,58,0.209671
-4,58,0.180478
-2,58,0.156855
0,58,0.137573
2,58,0.122298
4,58,0.111657
6,58,0.107161
8,58,0.110976
10,58,0.125565
12,58,0.153237
14,58,0.195644
16,58,0.253309
18,58,0.325271
20,58,0.408918
22,58,0.500088
24,58,0.593408
26,58,0.682839
28,58,0.762331
30,58,0.826482
32,58,0.871117
34,58,0.893721
36,58,0.8937
38,58,0.872448
40,58,0.833214
42,58,0.780801
44,58,0.721097
46,58,0.660496
48,58,0.605268
50,58,0.560923
52,58,0.531648
54,58,0.519883
56,58,0.52608
58,58,0.548702
60,58,0.584478
62,58,0.628888
64,58,0.676793
66,58,0.723117
68,58,0.763447
70,58,0.794489
72,58,0.814311
74,58,0.822401
76,58,0.819546
78,58,0.807587
80,58,0.789093
82,58,0.767002
84,58,0.744262
86,58,0.72351
88,58,0.706818
90,58,0.695506
92,58,0.690054
94,58,0.6901
96,58,0.69452
98,58,0.701582
100,58,0.709144
102,58,0.7149
104,58,0.716633
106,58,0.712466
108,58,0.701099
110,58,0.682008
112,58,0.65559
114,58,0.623226
116,58,0.587254
118,58,0.550813
120,58,0.517564
122,58,0.49129
124,58,0.475407
126,58,0.47246
128,58,0.483671
130,58,0.508641
132,58,0.54527
134,58,0.589918
136,58,0.637804
138,58,0.683562
140,58,0.721871
142,58,0.748065
144,58,0.758634
146,58,0.751575
148,58,0.726565
150,58,0.684936
152,58,0.629484
154,58,0.564115
156,58,0.493377
158,58,0.421917
160,58,0.353931
162,58,0.292708
164,58,0.240315
166,58,0.197515
168,58,0.163908
170,58,0.138271
172,58,0.119017
174,58,0.104685
176,58,0.0943533
178,58,0.0879329
180,58,0.0862857
-180,60,-0.41773
-178,60,-0.412961
-176,60,-0.399567
-174,60,-0.37412
-172,60,-0.333132
-170,60,-0.273585
-168,60,-0.193453
-166,60,-0.0921135
-164,60,0.0294039
-162,60,0.168394
-160,60,0.320681
-158,60,0.48102
-156,60,0.643616
-154,60,0.802667
-152,60,0.952862
-150,60,1.08976
-148,60,1.21007
-146,60,1.31175
-144,60,1.39409
-142,60,1.45764
-140,60,1.50411
-138,60,1.53624
-136,60,1.55759
-134,60,1.57228
-132,60,1.58469
-130,60,1.59905
-128,60,1.61904
-126,60,1.64743
-124,60,1.68576
-122,60,1.73427
-120,60,1.79194
-118,60,1.85663
-116,60,1.92544
-114,60,1.99499
-112,60,2.06185
-110,60,2.12281
-108,60,2.17524
-106,60,2.21727
-104,60,2.24801
-102,60,2.26753
-100,60,2.27691
-98,60,2.27802
-96,60,2.27338
-94,60,2.26579
-92,60,2.25811
-90,60,2.25283
-88,60,2.25186
-86,60,2.25616
-84,60,2.26567
-82,60,2.27916
-80,60,2.29436
-78,60,2.30808
-76,60,2.3166
-74,60,2.31604
-72,60,2.30283
-70,60,2.27417
-68,60,2.22843
-66,60,2.1655
-64,60,2.08691
-62,60,1.99586
-60,60,1.89697
-58,60,1.79584
-56,60,1.69836
-54,60,1.60997
-52,60,1.53482
-50,60,1.47509
-48,60,1.43059
-46,60,1.39876
-44,60,1.37494
-42,60,1.35315
-40,60,1.32687
-38,60,1.28998
-36,60,1.23751
-34,60,1.16621
-32,60,1.07487
-30,60,0.964377
-28,60,0.837575
-26,60,0.698929
-24,60,0.554058
-22,60,0.40916
-20,60,0.270372
-18,60,0.143118
-16,60,0.0315147
-14,60,-0.0620535
-12,60,-0.137105
-10,60,-0.194924
-8,60,-0.238144
-6,60,-0.270142
-4,60,-0.294367
-2,60,-0.313742
0,60,-0.330194
2,60,-0.344385
4,60,-0.355632
6,60,-0.362005
8,60,-0.36061
10,60,-0.348018
12,60,-0.320828
14,60,-0.276309
16,60,-0.213043
18,60,-0.131451
20,60,-0.0340811
22,60,0.0744313
24,60,0.187754
26,60,0.298543
28,60,0.399286
30,60,0.483175
32,60,0.544861
34,60,0.581028
36,60,0.59074
38,60,0.575545
40,60,0.539341
42,60,0.488014
44,60,0.428861
46,60,0.369832
48,60,0.318643
50,60,0.281877
52,60,0.264161
54,60,0.267591
56,60,0.291497
58,60,0.332623
60,60,0.385692
62,60,0.444245
64,60,0.501576
66,60,0.551604
68,60,0.589544
70,60,0.612315
72,60,0.618691
74,60,0.609218
76,60,0.58596
78,60,0.552131
80,60,0.511663
82,60,0.468758
84,60,0.427465
86,60,0.391311
88,60,0.363016
90,60,0.344297
92,60,0.335781
94,60,0.337007
96,60,0.346524
98,60,0.362064
100,60,0.380764
102,60,0.399441
104,60,0.414894
106,60,0.42421
108,60,0.425082
110,60,0.416087
112,60,0.396926
114,60,0.368573
116,60,0.333312
118,60,0.294608
120,60,0.2568
122,60,0.224614
124,60,0.202523
126,60,0.194052
128,60,0.20113
130,60,0.22364
132,60,0.259265
134,60,0.303681
136,60,0.351075
138,60,0.394894
140,60,0.428673
142,60,0.446835
144,60,0.445327
146,60,0.422055
148,60,0.37707
150,60,0.31252
152,60,0.232372
154,60,0.141938
156,60,0.0472508
158,60,-0.0456613
160,60,-0.131494
162,60,-0.206279
164,60,-0.267767
166,60,-0.315517
168,60,-0.350655
170,60,-0.375386
172,60,-0.392349
174,60,-0.40397
176,60,-0.411918
178,60,-0.416744
180,60,-0.41773
-180,62,-0.906611
-178,62,-0.900591
-176,62,-0.886843
-174,62,-0.861496
-172,62,-0.820439
-170,62,-0.759881
-168,62,-0.676929
-166,62,-0.570101
-164,62,-0.43972
-162,62,-0.288076
-160,62,-0.119345
-158,62,0.0607791
-156,62,0.245641
-154,62,0.428281
-152,62,0.602077
-150,62,0.761287
-148,62,0.901447
-146,62,1.01963
-144,62,1.11454
-142,62,1.18657
-140,62,1.23767
-138,62,1.27122
-136,62,1.29176
-134,62,1.30461
-132,62,1.31537
-130,62,1.32936
-128,62,1.35102
-126,62,1.38339
-124,62,1.42783
-122,62,1.48392
-120,62,1.54968
-118,62,1.62195
-116,62,1.69684
-114,62,1.77022
-112,62,1.83813
-110,62,1.89716
-108,62,1.94473
-106,62,1.97931
-104,62,2.00051
-102,62,2.00909
-100,62,2.00688
-98,62,1.99657
-96,62,1.98145
-94,62,1.96508
-92,62,1.95095
-90,62,1.94205
-88,62,1.94063
-86,62,1.9478
-84,62,1.96339
-82,62,1.98588
-80,62,2.01238
-78,62,2.03897
-76,62,2.06098
-74,62,2.07353
-72,62,2.07206
-70,62,2.05292
-68,62,2.01384
-66,62,1.95433
-64,62,1.87591
-62,62,1.78213
-60,62,1.67832
-58,62,1.57103
-56,62,1.46728
-54,62,1.37356
-52,62,1.29485
-50,62,1.23369
-48,62,1.18974
-46,62,1.1597
-44,62,1.13779
-42,62,1.11667
-40,62,1.08844
-38,62,1.04583
-36,62,0.983101
-34,62,0.89668
-32,62,0.785549
-30,62,0.651288
-28,62,0.497869
-26,62,0.331252
-24,62,0.158782
-22,62,-0.0115456
-20,62,-0.171937
-18,62,-0.315681
-16,62,-0.437944
-14,62,-0.536317
-12,62,-0.610978
-10,62,-0.664413
-8,62,-0.700769
-6,62,-0.724989
-4,62,-0.741928
-2,62,-0.755607
0,62,-0.768675
2,62,-0.782116
4,62,-0.795182
6,62,-0.80552
8,62,-0.80948
10,62,-0.802603
12,62,-0.780256
14,62,-0.738405
16,62,-0.674426
18,62,-0.587835
20,62,-0.480772
22,62,-0.358077
24,62,-0.226904
26,62,-0.0959081
28,62,0.0258189
30,62,0.129872
32,62,0.209523
34,62,0.260474
36,62,0.281303
38,62,0.273628
40,62,0.24196
42,62,0.193288
44,62,0.136363
46,62,0.0807322
48,62,0.0355725
50,62,0.00845568
52,62,0.00425696
54,62,0.0244345
56,62,0.0668665
58,62,0.126304
60,62,0.19533
62,62,0.265584
64,62,0.328991
66,62,0.378769
68,62,0.410097
70,62,0.420442
72,62,0.409563
74,62,0.379282
76,62,0.33309
78,62,0.275647
80,62,0.212251
82,62,0.148304
84,62,0.0888357
86,62,0.0381108
88,62,-0.000659556
90,62,-0.0254927
92,62,-0.0357013
94,62,-0.0318661
96,62,-0.0157292
98,62,0.00997749
100,62,0.0417594
102,62,0.0756355
104,62,0.107459
106,62,0.133272
108,62,0.149688
110,62,0.154262
112,62,0.145834
114,62,0.124785
116,62,0.0931534
118,62,0.0545704
120,62,0.0139441
122,62,-0.0231016
124,62,-0.0510102
126,62,-0.0651971
128,62,-0.0629139
130,62,-0.0438881
132,62,-0.0105728
134,62,0.0320693
136,62,0.0772146
138,62,0.117124
140,62,0.144204
142,62,0.151992
144,62,0.135948
146,62,0.0939673
148,62,0.026589
150,62,-0.0630905
152,62,-0.169782
154,62,-0.286613
156,62,-0.405939
158,62,-0.520264
160,62,-0.623166
162,62,-0.710061
164,62,-0.778662
166,62,-0.829029
168,62,-0.8632
170,62,-0.884511
172,62,-0.896751
174,62,-0.903358
176,62,-0.906768
178,62,-0.90802
180,62,-0.906611
-180,64,-1.3701
-178,64,-1.36143
-176,64,-1.3462
-174,64,-1.32044
-172,64,-1.27977
-170,64,-1.21993
-168,64,-1.13728
-166,64,-1.02938
-164,64,-0.895522
-162,64,-0.73707
-160,64,-0.557627
-158,64,-0.362814
-156,64,-0.159768
-154,64,0.0435924
-152,64,0.239363
-150,64,0.420391
-148,64,0.580871
-146,64,0.716749
-144,64,0.825965
-142,64,0.908547
-140,64,0.966562
-138,64,1.00394
-136,64,1.02614
-134,64,1.03964
-132,64,1.05124
-130,64,1.06729
-128,64,1.09285
-126,64,1.1311
-124,64,1.18298
-122,64,1.24725
-120,64,1.3209
-118,64,1.39968
-116,64,1.47878
-114,64,1.55341
-112,64,1.61927
-110,64,1.67293
-108,64,1.71207
-106,64,1.73567
-104,64,1.74401
-102,64,1.73866
-100,64,1.7223
-98,64,1.69847
-96,64,1.67127
-94,64,1.64498
-92,64,1.62366
-90,64,1.61079
-88,64,1.60889
-86,64,1.6192
-84,64,1.64147
-82,64,1.67382
-80,64,1.71284
-78,64,1.7538
-76,64,1.79109
-74,64,1.81875
-72,64,1.83121
-70,64,1.82385
-68,64,1.79369
-66,64,1.73979
-64,64,1.66362
-62,64,1.569
-60,64,1.46193
-58,64,1.3499
-56,64,1.24104
-54,64,1.14291
-52,64,1.06127
-50,64,0.999061
-48,64,0.955744
-46,64,0.927302
-44,64,0.906831
-42,64,0.885623
-40,64,0.854492
-38,64,0.805078
-36,64,0.730939
-34,64,0.628303
-32,64,0.496459
-30,64,0.337808
-28,64,0.157611
-26,64,-0.0365154
-24,64,-0.235335
-22,64,-0.428937
-20,64,-0.607844
-18,64,-0.764159
-16,64,-0.892581
-14,64,-0.991038
-12,64,-1.06076
-10,64,-1.10579
-8,64,-1.13201
-6,64,-1.146
-4,64,-1.154
-2,64,-1.16104
0,64,-1.1704
2,64,-1.18335
4,64,-1.19911
6,64,-1.21496
8,64,-1.2266
10,64,-1.22865
12,64,-1.21526
14,64,-1.18101
16,64,-1.12181
18,64,-1.0359
20,64,-0.924569
22,64,-0.792427
24,64,-0.64715
26,64,-0.498574
28,64,-0.357408
30,64,-0.233807
32,64,-0.136083
34,64,-0.0697231
36,64,-0.0367955
38,64,-0.0357294
40,64,-0.061461
42,64,-0.105932
44,64,-0.158947
46,64,-0.209383
48,64,-0.246681
50,64,-0.262429
52,64,-0.251746
54,64,-0.214096
56,64,-0.153313
58,64,-0.0767869
60,64,0.0059399
62,64,0.0847909
64,64,0.15062
66,64,0.196294
68,64,0.217306
70,64,0.211971
72,64,0.181277
74,64,0.128492
76,64,0.0586246
78,64,-0.022212
80,64,-0.107445
82,64,-0.190651
84,64,-0.266069
86,64,-0.328989
88,64,-0.375989
90,64,-0.405047
92,64,-0.415539
94,64,-0.408182
96,64,-0.384913
98,64,-0.348749
100,64,-0.303605
102,64,-0.254051
104,64,-0.205014
106,64,-0.161399
108,64,-0.127652
110,64,-0.107293
112,64,-0.102461
114,64,-0.113534
116,64,-0.138903
118,64,-0.174964
120,64,-0.216405
122,64,-0.256819
124,64,-0.289622
126,64,-0.309161
128,64,-0.311818
130,64,-0.296852
132,64,-0.266772
134,64,-0.227105
136,64,-0.185621
138,64,-0.151179
140,64,-0.132439
142,64,-0.13667
144,64,-0.168811
146,64,-0.230879
148,64,-0.321737
150,64,-0.437219
152,64,-0.570598
154,64,-0.713352
156,64,-0.856179
158,64,-0.990153
160,64,-1.10786
162,64,-1.2043
164,64,-1.2774
166,64,-1.32793
168,64,-1.359
170,64,-1.37511
172,64,-1.38115
174,64,-1.38144
176,64,-1.37903
178,64,-1.37535
180,64,-1.3701
-180,66,-1.80087
-178,66,-1.78834
-176,66,-1.77031
-174,66,-1.74311
-172,66,-1.70263
-170,66,-1.64461
-168,66,-1.56501
-166,66,-1.46054
-164,66,-1.3292
-162,66,-1.17092
-160,66,-0.988044
-158,66,-0.785404
-156,66,-0.570035
-154,66,-0.350456
-152,66,-0.13572
-150,66,0.0655522
-148,66,0.246028
-146,66,0.400298
-144,66,0.525283
-142,66,0.620444
-140,66,0.687781
-138,66,0.73164
-136,66,0.758299
-134,66,0.775299
-132,66,0.790543
-130,66,0.811259
-128,66,0.84299
-126,66,0.888852
-124,66,0.949225
-122,66,1.02195
-120,66,1.10292
-118,66,1.18685
-116,66,1.26814
-114,66,1.34148
-112,66,1.40241
-110,66,1.44767
-108,66,1.47537
-106,66,1.48513
-104,66,1.47807
-102,66,1.45664
-100,66,1.42444
-98,66,1.38585
-96,66,1.34575
-94,66,1.30903
-92,66,1.28025
-90,66,1.26323
-88,66,1.26073
-86,66,1.27408
-84,66,1.30294
-82,66,1.34521
-80,66,1.39696
-78,66,1.45273
-76,66,1.506
-74,66,1.54978
-72,66,1.5774
-70,66,1.58327
-68,66,1.56362
-66,66,1.51703
-64,66,1.4448
-62,66,1.35101
-60,66,1.24226
-58,66,1.12694
-56,66,1.01421
-54,66,0.912663
-52,66,0.828814
-50,66,0.765923
-48,66,0.723255
-46,66,0.696084
-44,66,0.676423
-42,66,0.654312
-40,66,0.619363
-38,66,0.562261
-36,66,0.475997
-34,66,0.356716
-32,66,0.204145
-30,66,0.0216454
-28,66,-0.18409
-26,66,-0.403647
-24,66,-0.625804
-22,66,-0.838732
-20,66,-1.0314
-18,66,-1.19505
-16,66,-1.32433
-14,66,-1.41799
-12,66,-1.47872
-10,66,-1.51232
-8,66,-1.52641
-6,66,-1.52904
-4,66,-1.52755
-2,66,-1.52773
0,66,-1.53332
2,66,-1.5458
4,66,-1.56442
6,66,-1.5863
8,66,-1.60675
10,66,-1.61969
12,66,-1.61833
14,66,-1.59593
16,66,-1.54687
18,66,-1.46778
20,66,-1.35856
22,66,-1.22304
24,66,-1.0689
26,66,-0.90683
28,66,-0.749076
30,66,-0.607627
32,66,-0.49257
34,66,-0.410795
36,66,-0.365204
38,66,-0.354415
40,66,-0.372911
42,66,-0.411638
44,66,-0.459033
46,66,-0.502509
48,66,-0.530282
50,66,-0.533328
52,66,-0.507021
54,66,-0.452004
56,66,-0.37398
58,66,-0.282484
60,66,-0.189019
62,66,-0.105086
64,66,-0.0405379
66,66,-0.00249225
68,66,0.00519336
70,66,-0.0180396
72,66,-0.0697647
74,66,-0.145128
76,66,-0.237556
78,66,-0.339543
80,66,-0.443417
82,66,-0.542034
84,66,-0.629303
86,66,-0.700506
88,66,-0.752429
90,66,-0.783331
92,66,-0.792826
94,66,-0.781755
96,66,-0.752087
98,66,-0.706835
100,66,-0.649981
102,66,-0.586338
104,66,-0.521315
106,66,-0.460551
108,66,-0.409438
110,66,-0.372555
112,66,-0.35309
114,66,-0.35232
116,66,-0.369256
118,66,-0.400531
120,66,-0.44064
122,66,-0.48258
124,66,-0.518877
126,66,-0.542887
128,66,-0.550135
130,66,-0.539376
132,66,-0.513097
134,66,-0.47729
136,66,-0.440554
138,66,-0.412742
140,66,-0.403448
142,66,-0.420619
144,66,-0.469473
146,66,-0.551814
148,66,-0.66579
150,66,-0.806055
152,66,-0.964359
154,66,-1.1305
156,66,-1.2936
158,66,-1.44349
160,66,-1.57208
162,66,-1.67434
164,66,-1.74877
166,66,-1.79713
168,66,-1.82368
170,66,-1.83398
172,66,-1.83376
174,66,-1.82788
176,66,-1.81969
178,66,-1.81075
180,66,-1.80087
-180,68,-2.19587
-178,68,-2.17876
-176,68,-2.1566
-174,68,-2.12651
-172,68,-2.08523
-170,68,-2.02917
-168,68,-1.95447
-166,68,-1.85725
-164,68,-1.73422
-162,68,-1.58346
-160,68,-1.40532
-158,68,-1.20299
-156,68,-0.982619
-154,68,-0.752759
-152,68,-0.523337
-150,68,-0.304419
-148,68,-0.105023
-146,68,0.0678342
-144,68,0.209789
-142,68,0.319483
-140,68,0.398636
-138,68,0.45183
-136,68,0.486003
-134,68,0.509599
-132,68,0.531444
-130,68,0.559464
-128,68,0.599483
-126,68,0.654397
-124,68,0.72392
-122,68,0.804939
-120,68,0.892316
-118,68,0.979874
-116,68,1.06134
-114,68,1.13107
-112,68,1.18463
-110,68,1.21904
-108,68,1.23303
-106,68,1.227
-104,68,1.20297
-102,68,1.16436
-100,68,1.11568
-98,68,1.06214
-96,68,1.00926
-94,68,0.962386
-92,68,0.926405
-90,68,0.905334
-88,68,0.902036
-86,68,0.917911
-84,68,0.952622
-82,68,1.0039
-80,68,1.06748
-78,68,1.13736
-76,68,1.20616
-74,68,1.26594
-72,68,1.30897
-70,68,1.32866
-68,68,1.32041
-66,68,1.28225
-64,68,1.21529
-62,68,1.12377
-60,68,1.01481
